#Time 	Sensor1         	Sensor2         	Target         
#================================================================

4431    	-5.58, -5.57 	-34.26, 142.60 	15.25, 3.12
4448    	-5.65, -5.40 	-34.29, 142.67 	15.25, 3.12
4469    	-5.68, -5.37 	-34.30, 142.24 	15.25, 3.12
4485    	-5.74, -5.40 	-34.27, 142.53 	15.25, 3.12
4507    	-5.75, -5.36 	-34.32, 142.86 	15.25, 3.12
4590    	-6.76, -5.24 	-34.37, 142.51 	15.25, 3.12
4611    	-6.78, -5.14 	-34.31, 142.51 	15.25, 3.12
4628    	-6.85, -5.18 	-34.31, 142.64 	15.25, 3.12
4649    	-6.88, -5.20 	-34.28, 142.52 	15.25, 3.12
4665    	-6.94, -5.16 	-34.27, 142.53 	15.25, 3.12
4738    	-7.07, -5.10 	-34.29, 142.61 	15.25, 3.12
4754    	-7.12, -5.07 	-34.32, 142.65 	15.25, 3.12
4770    	-7.16, -5.00 	-34.28, 143.02 	15.25, 3.12
4786    	-7.17, -4.31 	-34.29, 142.92 	15.25, 3.12
4802    	-7.18, -4.31 	-34.29, 143.16 	15.25, 3.12
4884    	-7.32, -4.28 	-34.34, 143.53 	15.25, 3.12
4900    	-7.35, -4.21 	-34.34, 143.52 	15.25, 3.12
4921    	-7.38, -4.12 	-34.35, 143.17 	15.25, 3.12
4937    	-7.42, -4.14 	-34.35, 143.13 	15.25, 3.12
4954    	-8.25, -4.17 	-34.35, 143.13 	15.25, 3.12
5042    	-8.33, -4.11 	-34.26, 142.72 	15.25, 3.12
5063    	-8.34, -4.14 	-34.22, 142.62 	15.25, 3.12
5079    	-8.35, -4.17 	-34.21, 142.66 	15.25, 3.12
5095    	-8.36, -4.12 	-34.23, 142.64 	15.25, 3.12
5111    	-8.37, -4.08 	-34.26, 142.61 	15.25, 3.12
5127    	-8.38, -4.07 	-34.27, 142.83 	15.25, 3.12
5213    	-8.39, -4.02 	-34.25, 142.66 	15.25, 3.12
5229    	-8.40, -4.02 	-34.25, 142.62 	15.25, 3.12
5245    	-8.40, -4.01 	-34.27, 142.89 	15.25, 3.12
5261    	-8.41, -4.04 	-34.27, 142.89 	15.25, 3.12
5278    	-8.42, -4.13 	-34.28, 143.03 	15.25, 3.12
5358    	-8.45, -4.11 	-34.27, 143.15 	15.25, 3.12
5374    	-8.44, -4.15 	-34.26, 142.90 	15.25, 3.12
5390    	-8.44, -4.18 	-34.26, 142.90 	15.25, 3.12
5406    	-8.45, -4.12 	-34.29, 143.15 	15.25, 3.12
5422    	-8.46, -4.08 	-34.33, 143.36 	15.25, 3.12
5503    	-8.45, -4.00 	-34.32, 143.25 	15.25, 3.12
5519    	-8.45, -4.00 	-34.31, 143.11 	15.25, 3.12
5535    	-8.45, -4.00 	-34.31, 143.02 	15.25, 3.12
5551    	-8.46, -4.00 	-34.30, 142.87 	15.25, 3.12
5567    	-8.45, -4.00 	-34.32, 142.77 	15.25, 3.12
5646    	-8.45, -3.92 	-34.32, 143.36 	15.25, 3.12
5663    	-8.45, -3.96 	-34.36, 143.51 	15.25, 3.12
5679    	-8.45, -3.95 	-34.36, 143.51 	15.25, 3.12
5695    	-8.44, -3.99 	-34.35, 143.72 	15.25, 3.12
5711    	-8.44, -3.99 	-34.38, 143.75 	15.25, 3.12
5793    	-8.46, -3.99 	-34.36, 143.72 	15.25, 3.12
5810    	-8.45, -3.99 	-34.38, 143.67 	15.25, 3.12
5826    	-8.45, -3.92 	-34.36, 143.92 	15.25, 3.12
5842    	-8.45, -3.92 	-34.37, 143.90 	15.25, 3.12
5918    	-8.45, -3.92 	-34.25, 143.12 	15.25, 3.12
5934    	-8.44, -3.92 	-34.26, 143.33 	15.25, 3.12
5954    	-8.45, -3.92 	-34.26, 143.07 	15.25, 3.12
5970    	-8.45, -3.96 	-34.28, 143.12 	15.25, 3.12
5986    	-8.45, -3.92 	-34.28, 143.13 	15.25, 3.12
6066    	-8.45, -3.92 	-34.27, 143.55 	15.25, 3.12
6082    	-8.45, -3.92 	-34.23, 143.59 	15.25, 3.12
6102    	-8.45, -3.92 	-34.23, 143.42 	15.25, 3.12
6118    	-8.45, -3.92 	-34.26, 143.71 	15.25, 3.12
6134    	-8.45, -3.88 	-34.24, 143.65 	15.25, 3.12
6218    	-8.44, -3.96 	-34.33, 143.39 	15.25, 3.12
6236    	-8.44, -3.96 	-34.31, 143.45 	15.25, 3.12
6253    	-8.44, -3.92 	-34.31, 143.25 	15.25, 3.12
6269    	-8.45, -3.96 	-34.30, 142.99 	15.25, 3.12
6286    	-8.45, -3.96 	-34.31, 143.21 	15.25, 3.12
6363    	-8.44, -3.96 	-34.32, 143.12 	15.25, 3.12
6379    	-8.45, -3.96 	-34.33, 143.44 	15.25, 3.12
6395    	-8.45, -3.96 	-34.31, 143.34 	15.25, 3.12
6415    	-8.45, -3.96 	-34.32, 143.13 	15.25, 3.12
6432    	-8.45, -3.92 	-34.33, 143.41 	15.25, 3.12
6511    	-8.45, -3.92 	-34.25, 143.17 	15.25, 3.12
6527    	-8.45, -3.93 	-34.24, 142.88 	15.25, 3.12
6543    	-8.44, -3.96 	-34.29, 143.08 	15.25, 3.12
6559    	-8.45, -3.96 	-34.29, 143.06 	15.25, 3.12
6575    	-8.44, -4.00 	-34.24, 143.08 	15.25, 3.12
6651    	-8.45, -3.96 	-34.29, 143.40 	15.25, 3.12
6668    	-8.44, -4.00 	-34.29, 143.40 	15.25, 3.12
6684    	-8.44, -4.00 	-34.30, 143.67 	15.25, 3.12
6700    	-8.45, -3.96 	-34.32, 144.06 	15.25, 3.12
6784    	-8.44, -4.00 	-34.28, 144.14 	15.25, 3.12
6801    	-8.44, -4.00 	-34.27, 144.31 	15.25, 3.12
6818    	-8.45, -3.96 	-34.28, 144.40 	15.25, 3.12
6834    	-8.45, -3.97 	-34.32, 144.41 	15.25, 3.12
6850    	-8.44, -4.00 	-34.25, 144.41 	15.25, 3.12
6866    	-8.44, -3.97 	-34.23, 144.22 	15.25, 3.12
6949    	-8.44, -3.96 	-34.22, 144.33 	15.25, 3.12
6965    	-8.44, -3.96 	-34.25, 144.27 	15.25, 3.12
6981    	-8.44, -4.00 	-34.26, 144.44 	15.25, 3.12
6997    	-8.44, -3.96 	-34.26, 144.45 	15.25, 3.12
7073    	-8.44, -3.96 	-34.26, 144.42 	15.25, 3.12
7089    	-8.44, -3.96 	-34.26, 144.51 	15.25, 3.12
7105    	-8.44, -4.00 	-34.24, 144.31 	15.25, 3.12
7121    	-8.44, -4.00 	-34.25, 144.42 	15.25, 3.12
7137    	-8.45, -3.92 	-34.25, 144.25 	15.25, 3.12
7219    	-8.45, -3.96 	-34.24, 144.30 	15.25, 3.12
7235    	-8.45, -3.96 	-34.23, 144.38 	15.25, 3.12
7251    	-8.45, -3.96 	-34.24, 144.34 	15.25, 3.12
7267    	-8.45, -3.96 	-34.25, 144.84 	15.25, 3.12
7288    	-8.45, -3.96 	-34.27, 144.82 	15.25, 3.12
7367    	-8.45, -3.96 	-34.29, 145.17 	15.25, 3.12
7383    	-8.44, -4.00 	-34.31, 145.25 	15.25, 3.12
7399    	-8.44, -3.96 	-34.24, 144.95 	15.25, 3.12
7416    	-8.44, -3.96 	-34.24, 144.56 	15.25, 3.12
7432    	-8.45, -3.96 	-34.28, 144.54 	15.25, 3.12
7509    	-8.45, -3.96 	-34.27, 144.30 	15.25, 3.12
7526    	-8.45, -3.96 	-34.28, 144.17 	15.25, 3.12
7546    	-8.45, -3.92 	-34.32, 144.21 	15.25, 3.12
7562    	-8.45, -3.92 	-34.32, 144.25 	15.25, 3.12
7578    	-8.44, -4.00 	-34.26, 143.99 	15.25, 3.12
7657    	-8.45, -3.96 	-34.29, 143.66 	15.25, 3.12
7674    	-8.45, -3.96 	-34.32, 143.58 	15.25, 3.12
7690    	-8.45, -3.96 	-34.31, 143.60 	15.25, 3.12
7706    	-8.45, -3.96 	-34.31, 143.90 	15.25, 3.12
7722    	-8.45, -3.96 	-34.34, 144.15 	15.25, 3.12
7804    	-8.45, -3.92 	-34.39, 143.57 	15.25, 3.12
7821    	-8.45, -3.92 	-34.38, 143.57 	15.25, 3.12
7837    	-8.45, -3.96 	-34.39, 143.57 	15.25, 3.12
7853    	-8.45, -3.96 	-34.40, 143.74 	15.25, 3.12
7869    	-8.45, -3.96 	-34.38, 143.51 	15.25, 3.12
7951    	-8.44, -4.00 	-34.35, 143.71 	15.25, 3.12
7968    	-8.44, -4.00 	-34.35, 143.76 	15.25, 3.12
7984    	-8.45, -3.96 	-34.34, 143.54 	15.25, 3.12
8000    	-8.44, -4.00 	-34.40, 143.54 	15.25, 3.12
8016    	-8.44, -4.00 	-34.35, 143.85 	15.25, 3.12
8099    	-8.45, -3.96 	-34.37, 143.57 	15.25, 3.12
8116    	-8.45, -3.96 	-34.34, 143.56 	15.25, 3.12
8141    	-8.45, -3.96 	-34.34, 143.60 	15.25, 3.12
8157    	-8.45, -4.00 	-34.39, 143.32 	15.25, 3.12
8174    	-8.45, -4.00 	-34.33, 143.32 	15.25, 3.12
8255    	-8.44, -4.00 	-34.37, 143.57 	15.25, 3.12
8271    	-8.44, -4.00 	-34.33, 143.40 	15.25, 3.12
8287    	-8.45, -3.96 	-34.34, 143.59 	15.25, 3.12
8303    	-8.45, -3.96 	-34.32, 143.31 	15.25, 3.12
8320    	-8.45, -3.96 	-34.34, 143.32 	15.25, 3.12
8402    	-8.45, -3.96 	-34.43, 143.66 	15.25, 3.12
8423    	-8.44, -4.00 	-34.46, 143.62 	15.25, 3.12
8440    	-8.45, -3.96 	-34.44, 143.56 	15.25, 3.12
8456    	-8.45, -3.96 	-34.42, 143.16 	15.25, 3.12
8473    	-8.45, -3.96 	-34.38, 143.05 	15.25, 3.12
8559    	-8.44, -4.00 	-34.39, 143.42 	15.25, 3.12
8575    	-8.44, -4.00 	-34.36, 143.39 	15.25, 3.12
8592    	-8.44, -4.00 	-34.36, 143.18 	15.25, 3.12
8608    	-8.44, -4.00 	-34.37, 143.35 	15.25, 3.12
8624    	-8.44, -4.00 	-34.38, 143.44 	15.25, 3.12
8640    	-8.44, -4.00 	-34.35, 143.24 	15.25, 3.12
8722    	-8.44, -4.00 	59.48, 600.73 	15.25, 3.12
8739    	-8.44, -4.00 	-34.34, 142.82 	15.25, 3.12
8755    	-8.44, -4.00 	-34.35, 143.01 	15.25, 3.12
8771    	-8.44, -4.00 	59.46, 600.66 	15.25, 3.12
8787    	-8.44, -4.00 	-34.40, 143.07 	15.25, 3.12
8869    	-8.44, -4.00 	-34.32, 143.05 	15.25, 3.12
8886    	-8.44, -4.00 	-34.32, 143.05 	15.25, 3.12
8902    	-8.44, -4.00 	-34.32, 143.13 	15.25, 3.12
8919    	-8.44, -4.00 	-34.34, 143.33 	15.25, 3.12
8935    	-8.44, -4.00 	-34.31, 143.29 	15.25, 3.12
9018    	-8.45, -3.96 	-34.36, 143.57 	15.25, 3.12
9035    	-8.45, -3.96 	-34.35, 143.50 	15.25, 3.12
9051    	-8.45, -3.96 	-34.32, 143.19 	15.25, 3.12
9075    	-8.45, -3.96 	-34.31, 143.01 	15.25, 3.12
9092    	-8.45, -3.96 	-34.28, 142.50 	15.25, 3.12
9173    	-8.45, -3.96 	-34.35, 142.62 	15.25, 3.12
9189    	-8.45, -3.96 	-34.31, 142.80 	15.25, 3.12
9205    	-8.45, -3.96 	-34.30, 142.80 	15.25, 3.12
9221    	-8.45, -3.96 	-34.30, 142.92 	15.25, 3.12
9238    	-8.45, -3.96 	-34.31, 142.94 	15.25, 3.12
9320    	-8.45, -4.00 	-34.25, 142.69 	15.25, 3.12
9336    	-8.45, -4.00 	-34.26, 142.65 	15.25, 3.12
9352    	-8.45, -4.00 	-34.32, 142.70 	15.25, 3.12
9368    	-8.45, -4.00 	-34.35, 142.90 	15.25, 3.12
9385    	-8.44, -4.00 	-34.34, 142.85 	15.25, 3.12
9467    	-8.44, -4.00 	-34.41, 142.65 	15.25, 3.12
9492    	-8.45, -3.96 	-34.41, 142.84 	15.25, 3.12
9509    	-8.44, -4.00 	-34.39, 142.29 	15.25, 3.12
9525    	-8.44, -4.00 	-34.39, 142.74 	15.25, 3.12
9541    	-8.44, -4.00 	-34.42, 142.53 	15.25, 3.12
9557    	-8.45, -3.96 	-34.39, 142.80 	15.25, 3.12
9643    	-8.45, -3.96 	-34.38, 142.69 	15.25, 3.12
9659    	-8.45, -3.96 	-34.41, 142.67 	15.25, 3.12
9675    	-8.45, -3.96 	-34.41, 142.63 	15.25, 3.12
9690    	-8.45, -3.96 	-34.40, 142.49 	15.25, 3.12
9706    	-8.45, -3.96 	-34.43, 142.33 	15.25, 3.12
9785    	-8.44, -4.00 	-34.45, 142.93 	15.25, 3.12
9802    	-8.44, -4.00 	-34.46, 143.05 	15.25, 3.12
9818    	-8.45, -3.96 	-34.40, 143.16 	15.25, 3.12
9834    	-8.45, -3.96 	-34.41, 142.99 	15.25, 3.12
9850    	-8.44, -4.00 	-34.39, 143.29 	15.25, 3.12
9932    	-8.45, -3.96 	-34.30, 143.11 	15.25, 3.12
9956    	-8.45, -3.96 	-34.33, 143.48 	15.25, 3.12
9972    	-8.45, -3.96 	-34.29, 143.43 	15.25, 3.12
9987    	-8.45, -3.96 	-34.29, 143.47 	15.25, 3.12
10002   	-8.45, -3.96 	-34.33, 143.48 	15.25, 3.12
10080   	-8.45, -3.96 	-34.33, 143.28 	15.25, 3.12
10096   	-8.45, -3.96 	-34.35, 143.39 	15.25, 3.12
10112   	-8.45, -3.96 	-34.36, 143.43 	15.25, 3.12
10128   	-8.45, -3.96 	-34.37, 143.23 	15.25, 3.12
10206   	-8.45, -3.96 	-34.38, 143.58 	15.25, 3.12
10221   	-8.45, -3.96 	-34.45, 143.85 	15.25, 3.12
10236   	-8.45, -3.96 	-34.45, 143.86 	15.25, 3.12
10251   	-8.45, -3.96 	-34.45, 144.03 	15.25, 3.12
10266   	-8.45, -3.96 	-34.44, 144.07 	15.25, 3.12
10347   	-8.46, -3.96 	-34.43, 143.66 	15.25, 3.12
10371   	-8.45, -3.96 	-34.41, 143.69 	15.25, 3.12
10386   	-8.46, -3.96 	-34.40, 143.54 	15.25, 3.12
10442   	-8.46, -3.96 	-34.33, 143.75 	15.25, 3.12
10458   	-8.46, -3.96 	-34.37, 143.54 	15.25, 3.12
10473   	-8.45, -3.96 	-34.35, 143.57 	15.25, 3.12
10489   	-8.45, -3.96 	-34.32, 143.33 	15.25, 3.12
10505   	-8.45, -3.96 	-34.35, 143.41 	15.25, 3.12
10584   	-8.45, -3.96 	-34.33, 143.27 	15.25, 3.12
10600   	-8.45, -4.00 	-34.33, 143.27 	15.25, 3.12
10616   	-8.45, -4.00 	-34.41, 143.10 	15.25, 3.12
10632   	-8.45, -3.96 	-34.37, 142.85 	15.25, 3.12
10709   	-8.45, -3.96 	-34.35, 143.18 	15.25, 3.12
10724   	-8.45, -3.96 	-34.35, 142.92 	15.25, 3.12
10739   	-8.45, -3.96 	-34.33, 143.02 	15.25, 3.12
10758   	-8.45, -3.96 	-34.33, 142.92 	15.25, 3.12
10827   	-8.45, -3.96 	-34.31, 143.37 	15.25, 3.12
10842   	-8.45, -3.96 	-34.34, 143.18 	15.25, 3.12
10857   	-8.45, -3.96 	-34.29, 143.16 	15.25, 3.12
10872   	-8.45, -3.96 	-34.29, 143.00 	15.25, 3.12
10887   	-8.45, -3.96 	-34.30, 143.23 	15.25, 3.12
10967   	-8.45, -3.96 	-34.27, 142.83 	15.25, 3.12
10983   	-8.45, -3.96 	-34.32, 142.79 	15.25, 3.12
10999   	-8.45, -3.96 	59.38, 600.86 	15.25, 3.12
11015   	-8.45, -3.96 	-34.33, 142.43 	15.25, 3.12
11093   	-8.45, -3.96 	-34.34, 142.39 	15.25, 3.12
11108   	-8.45, -3.96 	-34.33, 142.26 	15.25, 3.12
11123   	-8.45, -3.96 	-34.37, 142.24 	15.25, 3.12
11138   	-8.45, -3.96 	-34.33, 142.49 	15.25, 3.12
11153   	-8.45, -3.96 	-34.34, 142.51 	15.25, 3.12
11233   	-8.45, -3.96 	-34.38, 143.20 	15.25, 3.12
11249   	-8.45, -3.96 	-34.39, 143.13 	15.25, 3.12
11265   	-8.45, -3.96 	-34.40, 143.17 	15.25, 3.12
11281   	-8.45, -3.96 	-34.37, 143.12 	15.25, 3.12
11359   	-8.45, -3.96 	59.44, 601.11 	15.25, 3.12
11374   	-8.45, -3.96 	-34.37, 143.59 	15.25, 3.12
11389   	-8.45, -3.96 	-34.34, 143.33 	15.25, 3.12
11404   	-8.45, -3.96 	-34.37, 143.27 	15.25, 3.12
11419   	-8.45, -3.96 	-34.30, 143.32 	15.25, 3.12
11499   	-8.45, -3.96 	59.41, 601.20 	15.25, 3.12
11515   	-8.45, -3.96 	-34.28, 143.43 	15.25, 3.12
11531   	-8.45, -3.96 	-34.34, 143.58 	15.25, 3.12
11547   	-8.45, -3.96 	-34.32, 143.61 	15.25, 3.12
11625   	-8.45, -3.96 	-34.38, 143.84 	15.25, 3.12
11640   	-8.45, -3.96 	-34.36, 143.60 	15.25, 3.12
11655   	-8.45, -3.96 	-34.37, 143.83 	15.25, 3.12
11670   	-8.45, -3.96 	-34.37, 143.82 	15.25, 3.12
11685   	-8.45, -3.96 	-34.34, 143.68 	15.25, 3.12
11765   	-8.45, -3.96 	-34.33, 143.93 	15.25, 3.12
11781   	-8.45, -3.96 	-34.33, 143.60 	15.25, 3.12
