#Time 	Sensor1         	Sensor2         	Target         
#================================================================

1086    	17.09, -16.34 	-34.30, 141.62 	0.00, -10.91
1101    	17.07, -16.32 	-34.34, 141.62 	0.00, -10.91
1116    	16.96, -16.43 	-34.30, 141.68 	0.00, -10.91
1131    	16.90, -16.40 	-34.34, 141.65 	0.00, -10.91
1146    	16.74, -16.32 	48.50, 605.70 	0.00, -10.91
1225    	15.72, -16.48 	49.43, 605.50 	0.00, -10.91
1241    	15.68, -16.52 	-34.07, 136.40 	0.00, -10.91
1257    	15.64, -16.44 	-34.06, 136.10 	0.00, -10.91
1273    	15.61, -16.40 	-34.00, 136.06 	0.00, -10.91
1351    	15.22, -16.33 	-33.97, 135.92 	0.00, -10.91
1366    	15.23, -16.41 	-34.00, 136.09 	0.00, -10.91
1381    	15.11, -16.49 	-33.99, 136.09 	0.00, -10.91
1396    	14.14, -16.45 	-34.02, 136.10 	0.00, -10.91
1412    	14.13, -16.43 	-34.00, 136.10 	0.00, -10.91
1492    	13.76, -16.29 	-34.09, 135.81 	0.00, -10.91
1508    	13.71, -16.54 	-34.09, 135.81 	0.00, -10.91
1524    	13.67, -16.59 	-34.12, 136.02 	0.00, -10.91
1540    	13.58, -16.50 	-34.12, 136.11 	0.00, -10.91
1618    	12.39, -16.43 	-34.28, 141.51 	0.00, -10.91
1633    	12.38, -16.50 	-34.30, 141.49 	0.00, -10.91
1648    	12.34, -16.63 	49.40, 605.71 	0.00, -10.91
1664    	12.23, -16.47 	-34.14, 136.06 	0.00, -10.91
1679    	12.19, -16.65 	-34.16, 136.07 	0.00, -10.91
1758    	11.00, -16.52 	-34.07, 136.08 	0.00, -10.91
1774    	10.99, -16.65 	-34.07, 136.08 	0.00, -10.91
1790    	10.91, -16.62 	-34.04, 135.69 	0.00, -10.91
1806    	10.83, -16.70 	-34.07, 135.70 	0.00, -10.91
1884    	10.45, -16.31 	-34.10, 136.08 	0.00, -10.91
1899    	10.42, -16.38 	-34.08, 136.05 	0.00, -10.91
1914    	10.34, -16.38 	-34.14, 135.91 	0.00, -10.91
1972    	9.27, -16.27 	-34.09, 136.13 	0.00, -10.91
1987    	9.21, -16.59 	-34.04, 135.92 	0.00, -10.91
2002    	9.13, -16.47 	-34.05, 136.14 	0.00, -10.91
2017    	9.05, -16.43 	-34.05, 136.01 	0.00, -10.91
2032    	8.94, -16.48 	-34.04, 135.81 	0.00, -10.91
2112    	7.76, -16.54 	-34.04, 135.78 	0.00, -10.91
2128    	7.65, -16.40 	-34.01, 135.63 	0.00, -10.91
2143    	7.56, -16.35 	-34.01, 135.63 	0.00, -10.91
2159    	7.48, -16.25 	-34.05, 135.83 	0.00, -10.91
2238    	7.14, -16.20 	-34.10, 135.79 	0.00, -10.91
2253    	7.05, -15.98 	-34.10, 135.79 	0.00, -10.91
2268    	6.99, -16.15 	-34.15, 135.91 	0.00, -10.91
2283    	6.96, -16.11 	-34.12, 136.07 	0.00, -10.91
2298    	6.06, -16.15 	-34.14, 136.09 	0.00, -10.91
2378    	5.77, -16.38 	-34.05, 135.70 	0.00, -10.91
2394    	5.69, -16.46 	48.33, 604.63 	0.00, -10.91
2409    	5.61, -16.22 	-34.11, 135.82 	0.00, -10.91
2425    	5.58, -16.18 	-34.13, 135.59 	0.00, -10.91
2504    	4.47, -16.29 	-34.16, 135.90 	0.00, -10.91
2519    	4.42, -16.17 	-34.16, 135.90 	0.00, -10.91
2543    	4.33, -16.14 	-34.16, 135.70 	0.00, -10.91
2558    	4.22, -16.02 	-34.11, 135.68 	0.00, -10.91
2574    	4.17, -16.14 	48.24, 604.49 	0.00, -10.91
2653    	3.88, -16.19 	48.18, 604.92 	0.00, -10.91
2668    	3.79, -16.27 	-34.12, 134.92 	0.00, -10.91
2683    	3.69, -16.30 	-34.13, 135.24 	0.00, -10.91
2698    	3.69, -16.30 	-34.15, 135.06 	0.00, -10.91
2713    	2.76, -16.11 	-34.11, 134.94 	0.00, -10.91
2793    	2.46, -16.16 	-34.13, 134.83 	0.00, -10.91
2809    	2.39, -16.32 	-34.10, 134.91 	0.00, -10.91
2824    	2.32, -16.18 	-34.10, 134.75 	0.00, -10.91
2840    	2.28, -16.01 	-34.16, 135.34 	0.00, -10.91
2919    	1.07, -16.19 	-34.11, 135.33 	0.00, -10.91
2934    	1.04, -16.16 	-34.11, 135.33 	0.00, -10.91
2949    	0.98, -16.16 	-34.07, 135.32 	0.00, -10.91
2964    	0.88, -16.14 	-34.10, 135.28 	0.00, -10.91
2979    	0.85, -16.09 	-34.14, 135.23 	0.00, -10.91
3059    	0.53, -16.23 	-34.16, 135.01 	0.00, -10.91
3075    	0.50, -16.10 	-34.09, 134.87 	0.00, -10.91
3090    	0.43, -16.26 	-34.09, 134.91 	0.00, -10.91
3106    	-0.41, -16.30 	-34.09, 134.91 	0.00, -10.91
3184    	-0.71, -16.06 	-34.16, 135.58 	0.00, -10.91
3199    	-0.74, -16.02 	-34.18, 135.12 	0.00, -10.91
3214    	-0.82, -16.09 	-34.14, 135.52 	0.00, -10.91
3229    	-0.87, -16.09 	-34.11, 135.40 	0.00, -10.91
3244    	-0.89, -16.01 	-34.16, 135.60 	0.00, -10.91
3325    	-2.05, -16.28 	-34.16, 135.90 	0.00, -10.91
3341    	-2.12, -16.05 	48.03, 604.84 	0.00, -10.91
3356    	-2.20, -15.93 	-34.14, 135.74 	0.00, -10.91
3371    	-2.27, -16.04 	-34.16, 135.54 	0.00, -10.91
3449    	-2.66, -16.10 	-34.06, 136.05 	0.00, -10.91
3464    	-2.73, -16.15 	-34.07, 136.27 	0.00, -10.91
3479    	-2.78, -16.19 	-34.07, 136.27 	0.00, -10.91
3494    	-3.71, -16.19 	-34.06, 136.02 	0.00, -10.91
3509    	-3.75, -16.15 	-34.06, 136.02 	0.00, -10.91
3590    	-4.12, -16.03 	-34.02, 136.21 	0.00, -10.91
3606    	-4.18, -16.19 	-34.05, 136.13 	0.00, -10.91
3621    	-4.24, -16.28 	-34.07, 135.93 	0.00, -10.91
3637    	-4.28, -16.31 	-34.03, 135.79 	0.00, -10.91
3716    	-5.39, -16.09 	-34.01, 136.12 	0.00, -10.91
3731    	-5.46, -16.32 	-34.01, 136.32 	0.00, -10.91
3746    	-5.49, -16.23 	-34.01, 136.28 	0.00, -10.91
3761    	-5.56, -16.16 	47.86, 604.56 	0.00, -10.91
3776    	-5.62, -16.15 	-33.99, 136.12 	0.00, -10.91
3856    	-5.98, -16.10 	-34.08, 136.42 	0.00, -10.91
3872    	-6.07, -16.03 	-34.07, 136.30 	0.00, -10.91
3887    	-6.11, -15.99 	-34.08, 136.05 	0.00, -10.91
3903    	-7.03, -16.16 	-34.05, 135.84 	0.00, -10.91
3982    	-7.36, -16.22 	-34.03, 135.68 	0.00, -10.91
3997    	-7.45, -16.05 	-34.01, 135.75 	0.00, -10.91
4012    	-7.53, -16.12 	-34.00, 135.59 	0.00, -10.91
4027    	-7.58, -16.24 	-33.98, 135.56 	0.00, -10.91
4051    	-7.63, -16.12 	-34.02, 135.66 	0.00, -10.91
4133    	-8.77, -16.15 	-34.10, 136.06 	0.00, -10.91
4152    	-8.80, -16.42 	-34.06, 136.22 	0.00, -10.91
4172    	-8.86, -16.35 	-34.22, 141.48 	0.00, -10.91
4191    	-8.92, -16.22 	-34.05, 136.15 	0.00, -10.91
4210    	-8.98, -16.35 	-34.07, 136.07 	0.00, -10.91
4230    	-9.04, -16.15 	-34.05, 135.96 	0.00, -10.91
4311    	-9.38, -16.00 	-34.08, 135.37 	0.00, -10.91
4330    	-10.25, -16.23 	-34.09, 135.59 	0.00, -10.91
4350    	-10.34, -15.91 	-34.09, 135.27 	0.00, -10.91
4369    	-10.40, -16.07 	-34.11, 135.69 	0.00, -10.91
4388    	-10.44, -16.12 	-34.04, 135.68 	0.00, -10.91
4408    	-10.52, -15.97 	-34.05, 135.23 	0.00, -10.91
4489    	-10.93, -16.15 	-34.15, 135.57 	0.00, -10.91
4508    	-11.88, -16.04 	-34.21, 135.63 	0.00, -10.91
4528    	-12.05, -16.19 	-34.19, 135.43 	0.00, -10.91
4547    	-12.16, -16.29 	-34.18, 135.49 	0.00, -10.91
4566    	-12.25, -15.97 	-34.12, 135.97 	0.00, -10.91
4586    	-12.33, -15.94 	-34.15, 135.80 	0.00, -10.91
4667    	-13.60, -16.16 	-34.19, 135.14 	0.00, -10.91
4695    	-13.69, -16.12 	-34.19, 134.98 	0.00, -10.91
4723    	-13.79, -16.02 	-34.13, 135.20 	0.00, -10.91
4741    	-13.88, -16.09 	-34.09, 135.23 	0.00, -10.91
4757    	-13.97, -15.97 	-34.07, 135.48 	0.00, -10.91
4774    	-14.06, -15.92 	-34.08, 135.65 	0.00, -10.91
4791    	-14.12, -16.12 	-34.04, 135.59 	0.00, -10.91
4872    	-15.27, -16.08 	-34.08, 135.66 	0.00, -10.91
4889    	-15.30, -16.05 	-34.06, 135.36 	0.00, -10.91
4905    	-15.35, -15.99 	-34.15, 135.59 	0.00, -10.91
4922    	-15.41, -16.04 	-34.13, 135.48 	0.00, -10.91
4948    	-15.46, -16.15 	-34.11, 135.45 	0.00, -10.91
4964    	-15.50, -16.10 	-34.14, 135.46 	0.00, -10.91
5043    	-15.66, -16.10 	-34.17, 135.35 	0.00, -10.91
5060    	-15.72, -15.98 	-34.18, 135.62 	0.00, -10.91
5076    	-15.75, -16.13 	-34.19, 135.70 	0.00, -10.91
5093    	-15.79, -16.18 	-34.20, 135.89 	0.00, -10.91
5109    	-15.86, -16.02 	-34.18, 135.65 	0.00, -10.91
5194    	-16.83, -15.98 	-34.20, 135.48 	0.00, -10.91
5212    	-16.91, -16.18 	-34.20, 135.83 	0.00, -10.91
5228    	-16.95, -16.01 	-34.21, 135.75 	0.00, -10.91
5245    	-16.97, -16.10 	-34.17, 135.89 	0.00, -10.91
5261    	-17.00, -16.13 	-34.14, 136.25 	0.00, -10.91
5342    	-17.15, -15.98 	-34.16, 135.69 	0.00, -10.91
5358    	-17.15, -16.06 	-34.16, 135.91 	0.00, -10.91
5374    	-17.17, -16.21 	-34.18, 136.23 	0.00, -10.91
5391    	-17.20, -16.13 	-34.18, 136.17 	0.00, -10.91
5408    	-17.24, -16.17 	-34.19, 136.02 	0.00, -10.91
5489    	-17.30, -16.06 	-34.20, 136.10 	0.00, -10.91
5505    	-17.31, -16.02 	-34.16, 136.01 	0.00, -10.91
5521    	-17.34, -16.03 	-34.14, 135.55 	0.00, -10.91
5578    	-17.38, -15.99 	-34.14, 135.93 	0.00, -10.91
5594    	-17.40, -15.87 	-34.15, 135.93 	0.00, -10.91
5610    	-17.39, -15.87 	-34.14, 135.98 	0.00, -10.91
5636    	-17.39, -15.86 	-34.14, 135.77 	0.00, -10.91
5652    	-17.40, -16.02 	-34.17, 135.81 	0.00, -10.91
5668    	-17.41, -15.87 	-34.17, 135.85 	0.00, -10.91
5748    	-17.41, -15.99 	-34.16, 135.88 	0.00, -10.91
5765    	-17.38, -16.10 	-34.19, 135.84 	0.00, -10.91
5781    	-17.39, -16.02 	-34.19, 135.90 	0.00, -10.91
5797    	-17.38, -15.96 	-34.19, 135.73 	0.00, -10.91
5877    	-17.39, -15.95 	-34.17, 135.64 	0.00, -10.91
5898    	-17.41, -15.95 	-34.13, 135.75 	0.00, -10.91
5915    	-17.41, -15.91 	-34.14, 135.59 	0.00, -10.91
5931    	-17.41, -15.95 	-34.12, 135.26 	0.00, -10.91
5947    	-17.42, -15.94 	-34.11, 135.66 	0.00, -10.91
5963    	-17.41, -15.91 	-34.14, 135.76 	0.00, -10.91
6049    	-17.42, -15.99 	-34.11, 135.80 	0.00, -10.91
6065    	-17.42, -15.94 	-34.14, 135.88 	0.00, -10.91
6081    	-17.41, -15.93 	-34.12, 135.78 	0.00, -10.91
6097    	-17.42, -15.86 	-34.11, 135.64 	0.00, -10.91
6114    	-17.42, -15.82 	-34.08, 135.58 	0.00, -10.91
6196    	-17.43, -15.79 	-34.16, 135.94 	0.00, -10.91
6217    	-17.43, -15.75 	-34.14, 135.37 	0.00, -10.91
6233    	-17.42, -15.91 	-34.11, 135.39 	0.00, -10.91
6253    	-17.42, -15.91 	-34.13, 135.48 	0.00, -10.91
6270    	-17.42, -15.91 	-34.13, 135.35 	0.00, -10.91
6345    	-17.41, -15.75 	-34.09, 135.93 	0.00, -10.91
6361    	-17.42, -15.75 	-34.14, 135.59 	0.00, -10.91
6377    	-17.42, -15.75 	-34.13, 135.61 	0.00, -10.91
6393    	-17.42, -15.75 	-34.11, 135.65 	0.00, -10.91
6409    	-17.42, -15.75 	-34.13, 135.74 	0.00, -10.91
6485    	-17.42, -15.75 	-34.18, 135.36 	0.00, -10.91
6502    	-17.41, -15.83 	-34.19, 135.07 	0.00, -10.91
6518    	-17.41, -15.83 	-34.10, 134.90 	0.00, -10.91
6534    	-17.41, -15.91 	-34.10, 135.27 	0.00, -10.91
6620    	-17.43, -15.91 	-34.01, 135.24 	0.00, -10.91
6641    	-17.41, -15.87 	-34.03, 135.25 	0.00, -10.91
6657    	-17.41, -15.87 	-34.05, 135.16 	0.00, -10.91
6674    	-17.41, -15.87 	-34.07, 135.43 	0.00, -10.91
6690    	-17.41, -15.87 	-34.07, 135.60 	0.00, -10.91
6717    	-17.43, -15.91 	-34.11, 135.76 	0.00, -10.91
6733    	-17.43, -15.87 	-34.08, 135.87 	0.00, -10.91
6813    	-17.43, -15.83 	-34.04, 135.88 	0.00, -10.91
6838    	-17.43, -15.82 	-34.01, 135.96 	0.00, -10.91
6854    	-17.43, -15.82 	-34.05, 135.97 	0.00, -10.91
6875    	-17.43, -15.83 	-34.05, 135.85 	0.00, -10.91
6891    	-17.43, -15.83 	-34.05, 135.84 	0.00, -10.91
6907    	-17.43, -15.83 	-34.03, 135.88 	0.00, -10.91
6995    	-17.41, -15.83 	-34.05, 135.99 	0.00, -10.91
7016    	-17.41, -15.83 	-34.06, 135.91 	0.00, -10.91
7032    	-17.41, -15.83 	-34.06, 136.10 	0.00, -10.91
7054    	-17.41, -15.83 	-34.10, 136.09 	0.00, -10.91
7070    	-17.41, -15.83 	-34.08, 135.92 	0.00, -10.91
7086    	-17.41, -15.83 	-34.09, 136.15 	0.00, -10.91
7168    	-17.41, -15.83 	-34.07, 135.87 	0.00, -10.91
7184    	-17.41, -15.87 	-34.07, 135.87 	0.00, -10.91
7200    	-17.43, -15.82 	-34.07, 135.87 	0.00, -10.91
7225    	-17.43, -15.82 	-34.10, 135.52 	0.00, -10.91
7250    	-17.41, -15.83 	-34.04, 135.43 	0.00, -10.91
7266    	-17.42, -15.86 	-34.01, 135.17 	0.00, -10.91
7346    	-17.41, -15.83 	-34.14, 136.23 	0.00, -10.91
7363    	-17.41, -15.83 	-34.13, 135.70 	0.00, -10.91
7379    	-17.43, -15.82 	-34.13, 135.71 	0.00, -10.91
7395    	-17.43, -15.86 	-34.14, 136.04 	0.00, -10.91
7411    	-17.42, -15.87 	-34.19, 135.79 	0.00, -10.91
7502    	-17.42, -15.91 	-34.14, 135.61 	0.00, -10.91
7518    	-17.42, -15.91 	-34.14, 135.64 	0.00, -10.91
7534    	-17.43, -15.78 	-34.12, 135.81 	0.00, -10.91
7550    	-17.42, -15.79 	-34.11, 135.47 	0.00, -10.91
7567    	-17.43, -15.78 	-34.14, 135.43 	0.00, -10.91
7648    	-17.44, -15.79 	-34.13, 136.13 	0.00, -10.91
7664    	-17.45, -15.77 	-34.08, 136.21 	0.00, -10.91
7680    	-17.45, -15.77 	-34.10, 136.17 	0.00, -10.91
7696    	-17.44, -15.86 	-34.16, 136.29 	0.00, -10.91
7712    	-17.44, -15.86 	-34.17, 136.12 	0.00, -10.91
7793    	-17.45, -15.86 	-34.17, 135.72 	0.00, -10.91
7809    	-17.45, -15.86 	-34.17, 135.85 	0.00, -10.91
7825    	-17.44, -15.86 	-34.14, 135.75 	0.00, -10.91
7841    	-17.45, -15.86 	-34.12, 135.77 	0.00, -10.91
7857    	-17.43, -15.94 	-34.10, 135.74 	0.00, -10.91
7936    	-17.43, -15.94 	-34.11, 135.79 	0.00, -10.91
7952    	-17.43, -15.94 	-34.06, 135.89 	0.00, -10.91
7968    	-17.43, -15.94 	-34.06, 135.68 	0.00, -10.91
7984    	-17.43, -15.94 	-34.11, 136.01 	0.00, -10.91
8000    	-17.43, -15.94 	-34.12, 136.20 	0.00, -10.91
8086    	-17.43, -15.94 	-34.07, 135.69 	0.00, -10.91
8102    	-17.43, -15.94 	-34.06, 135.47 	0.00, -10.91
8118    	-17.42, -15.95 	-34.10, 135.40 	0.00, -10.91
8134    	-17.43, -15.94 	-34.09, 135.21 	0.00, -10.91
8150    	-17.43, -15.94 	-34.05, 135.32 	0.00, -10.91
8229    	-17.43, -15.94 	-34.13, 135.42 	0.00, -10.91
8246    	-17.43, -15.94 	-34.11, 135.92 	0.00, -10.91
8262    	-17.43, -15.94 	-34.14, 135.84 	0.00, -10.91
8283    	-17.43, -15.94 	-34.15, 135.44 	0.00, -10.91
8299    	-17.44, -15.86 	-34.16, 135.48 	0.00, -10.91
8378    	-17.43, -15.94 	-34.17, 135.21 	0.00, -10.91
8395    	-17.43, -15.94 	-34.17, 135.43 	0.00, -10.91
8411    	-17.43, -15.94 	-34.17, 135.23 	0.00, -10.91
8427    	-17.43, -15.94 	-34.13, 134.77 	0.00, -10.91
8443    	-17.43, -15.94 	-34.16, 134.46 	0.00, -10.91
8526    	-17.44, -15.86 	-34.18, 134.56 	0.00, -10.91
8543    	-17.44, -15.86 	-34.11, 134.62 	0.00, -10.91
8563    	-17.42, -15.86 	-34.11, 135.01 	0.00, -10.91
8579    	-17.44, -15.86 	-34.13, 135.27 	0.00, -10.91
8595    	-17.44, -15.86 	-34.15, 135.36 	0.00, -10.91
8674    	-17.44, -15.86 	-34.14, 135.16 	0.00, -10.91
8691    	-17.44, -15.70 	-34.15, 135.14 	0.00, -10.91
8707    	-17.44, -15.70 	-34.13, 135.20 	0.00, -10.91
8723    	-17.44, -15.86 	-34.13, 135.24 	0.00, -10.91
8739    	-17.44, -15.70 	-34.13, 135.17 	0.00, -10.91
8822    	-17.44, -15.86 	-34.09, 134.86 	0.00, -10.91
8839    	-17.44, -15.86 	-34.10, 134.89 	0.00, -10.91
8855    	-17.44, -15.86 	-34.05, 135.18 	0.00, -10.91
8871    	-17.44, -15.86 	-34.07, 135.20 	0.00, -10.91
8887    	-17.44, -15.86 	-34.05, 134.84 	0.00, -10.91
8978    	-17.44, -15.86 	-34.15, 134.99 	0.00, -10.91
8994    	-17.44, -15.86 	-34.20, 135.03 	0.00, -10.91
9010    	-17.44, -15.86 	-34.14, 134.78 	0.00, -10.91
9026    	-17.44, -15.86 	-34.17, 134.92 	0.00, -10.91
9043    	-17.44, -15.86 	-34.17, 134.84 	0.00, -10.91
9124    	-17.44, -15.86 	-34.14, 134.74 	0.00, -10.91
9140    	-17.44, -15.86 	-34.17, 134.67 	0.00, -10.91
9156    	-17.44, -15.86 	-34.19, 134.74 	0.00, -10.91
9172    	-17.44, -15.78 	-34.13, 134.71 	0.00, -10.91
9188    	-17.44, -15.78 	-34.12, 134.95 	0.00, -10.91
9264    	-17.44, -15.78 	-34.14, 134.97 	0.00, -10.91
9281    	-17.44, -15.78 	-34.10, 135.21 	0.00, -10.91
9297    	-17.44, -15.78 	-34.10, 134.99 	0.00, -10.91
9313    	-17.44, -15.78 	-34.08, 135.16 	0.00, -10.91
9329    	-17.44, -15.86 	-34.15, 135.09 	0.00, -10.91
9412    	-17.44, -15.86 	-34.13, 135.27 	0.00, -10.91
9429    	-17.44, -15.86 	-34.13, 135.06 	0.00, -10.91
9445    	-17.44, -15.86 	-34.17, 135.49 	0.00, -10.91
9508    	-17.44, -15.86 	-34.09, 135.26 	0.00, -10.91
9524    	-17.44, -15.86 	-34.08, 135.30 	0.00, -10.91
9540    	-17.44, -15.86 	-34.06, 135.43 	0.00, -10.91
9556    	-17.44, -15.78 	-34.06, 135.43 	0.00, -10.91
9572    	-17.44, -15.78 	-34.07, 135.30 	0.00, -10.91
9654    	-17.44, -15.86 	46.66, 604.85 	0.00, -10.91
9670    	-17.44, -15.86 	-34.16, 134.91 	0.00, -10.91
9686    	-17.44, -15.86 	-34.21, 134.91 	0.00, -10.91
9702    	-17.44, -15.86 	-34.21, 134.91 	0.00, -10.91
9718    	-17.44, -15.86 	-34.21, 134.97 	0.00, -10.91
9795    	-17.44, -15.86 	-34.16, 134.67 	0.00, -10.91
9811    	-17.44, -15.86 	-34.18, 134.53 	0.00, -10.91
9827    	-17.44, -15.78 	-34.22, 134.98 	0.00, -10.91
9844    	-17.44, -15.78 	-34.24, 135.21 	0.00, -10.91
9860    	-17.43, -15.86 	-34.24, 135.20 	0.00, -10.91
9942    	-17.44, -15.78 	-34.26, 135.16 	0.00, -10.91
9959    	-17.43, -15.78 	-34.32, 135.05 	0.00, -10.91
9975    	-17.43, -15.78 	-34.30, 135.09 	0.00, -10.91
9991    	-17.44, -15.70 	-34.27, 135.12 	0.00, -10.91
10067   	-17.43, -15.78 	-34.31, 134.70 	0.00, -10.91
10083   	-17.41, -15.78 	-34.30, 134.97 	0.00, -10.91
10099   	-17.43, -15.78 	-34.24, 135.05 	0.00, -10.91
10115   	-17.41, -15.78 	-34.24, 135.05 	0.00, -10.91
10131   	-17.41, -15.78 	-34.21, 135.08 	0.00, -10.91
10212   	-17.41, -15.86 	-34.20, 135.53 	0.00, -10.91
10228   	-17.41, -15.78 	-34.24, 135.46 	0.00, -10.91
10244   	-17.41, -15.78 	-34.25, 135.53 	0.00, -10.91
10260   	-17.41, -15.86 	-34.25, 135.52 	0.00, -10.91
10276   	-17.41, -15.86 	-34.28, 135.44 	0.00, -10.91
10355   	-17.41, -15.86 	-34.29, 135.57 	0.00, -10.91
10372   	-17.41, -15.86 	-34.27, 135.60 	0.00, -10.91
10388   	-17.41, -15.78 	-34.23, 135.68 	0.00, -10.91
10404   	-17.41, -15.78 	-34.27, 135.63 	0.00, -10.91
10420   	-17.41, -15.78 	-34.26, 135.60 	0.00, -10.91
10502   	-17.41, -15.78 	-34.19, 135.79 	0.00, -10.91
10519   	-17.42, -15.78 	-34.21, 135.50 	0.00, -10.91
10535   	-17.42, -15.86 	-34.18, 135.75 	0.00, -10.91
10551   	-17.42, -15.86 	-34.21, 135.72 	0.00, -10.91
10627   	-17.42, -15.86 	-34.28, 135.87 	0.00, -10.91
10643   	-17.42, -15.86 	-34.25, 135.61 	0.00, -10.91
10659   	-17.42, -15.86 	46.69, 604.48 	0.00, -10.91
10675   	-17.42, -15.86 	-34.21, 135.35 	0.00, -10.91
10691   	-17.42, -15.86 	-34.21, 135.35 	0.00, -10.91
10767   	-17.42, -15.86 	-34.20, 135.46 	0.00, -10.91
10784   	-17.42, -15.86 	-34.15, 135.66 	0.00, -10.91
10804   	-17.42, -15.86 	-34.20, 135.92 	0.00, -10.91
10820   	-17.42, -16.02 	-34.18, 135.71 	0.00, -10.91
10836   	-17.42, -15.94 	-34.23, 135.75 	0.00, -10.91
10915   	-17.40, -15.90 	-34.21, 135.74 	0.00, -10.91
10931   	-17.40, -15.90 	-34.22, 135.64 	0.00, -10.91
10955   	-17.40, -15.94 	-34.17, 135.48 	0.00, -10.91
10971   	-17.42, -15.94 	-34.17, 135.44 	0.00, -10.91
10987   	-17.42, -15.94 	-34.14, 135.78 	0.00, -10.91
11063   	-17.40, -15.94 	-34.14, 135.43 	0.00, -10.91
11079   	-17.40, -15.94 	-34.15, 135.68 	0.00, -10.91
11095   	-17.40, -15.94 	-34.19, 135.76 	0.00, -10.91
11111   	-17.40, -15.94 	-34.19, 135.68 	0.00, -10.91
11189   	-17.40, -15.78 	-34.21, 135.46 	0.00, -10.91
11209   	-17.40, -15.74 	-34.21, 135.30 	0.00, -10.91
11224   	-17.41, -15.86 	-34.20, 135.34 	0.00, -10.91
11247   	-17.41, -15.74 	-34.17, 135.57 	0.00, -10.91
11262   	-17.41, -15.74 	-34.20, 135.54 	0.00, -10.91
11278   	-17.41, -15.82 	-34.23, 135.49 	0.00, -10.91
11360   	-17.40, -15.94 	-34.24, 135.49 	0.00, -10.91
11376   	-17.40, -15.94 	-34.24, 135.74 	0.00, -10.91
11392   	-17.40, -15.94 	-34.19, 135.74 	0.00, -10.91
11408   	-17.41, -15.87 	-34.19, 135.80 	0.00, -10.91
11486   	-17.41, -15.74 	-34.25, 136.11 	0.00, -10.91
11501   	-17.41, -15.87 	-34.25, 136.11 	0.00, -10.91
11516   	-17.41, -15.86 	-34.30, 136.12 	0.00, -10.91
11532   	-17.41, -15.86 	-34.29, 135.86 	0.00, -10.91
11547   	-17.41, -15.86 	-34.27, 135.69 	0.00, -10.91
11635   	-17.42, -15.74 	-34.37, 135.09 	0.00, -10.91
11650   	-17.42, -15.74 	-34.31, 135.35 	0.00, -10.91
11666   	-17.42, -15.74 	-34.33, 135.51 	0.00, -10.91
11681   	-17.42, -15.74 	-34.30, 135.24 	0.00, -10.91
11696   	-17.42, -15.74 	46.85, 604.31 	0.00, -10.91
11775   	-17.42, -15.89 	-34.30, 135.25 	0.00, -10.91
